회사명,제목,마감일,주소,급여
㈜코코밈,"신규 F&B 대형 업장 인력 모집 (마케팅, F&B 담당자, 쉐프, 바텐더 등)",24/11/22,https://www.work.go.kr/empInfo/empInfoSrch/detail/retrivePriEmpDtlView.do?searchInfoType=CJK&iorgGbcd=CJK&callPage=detail&wantedAuthNo=47941389&rtnTarget=list43&pageIndex=11&rtnUrl=/empInfo/empInfoSrch/list/dtlEmpSrchList.do?len=0&regionArr=[Ljava.lang.String;@76613cb5&pageSize=10&firstIndex=1&lastIndex=1&recordCountPerPage=10&region=50000&siteClcd=all&benefitSrchAndOr=O&areaRegion=11000&areaArc=1&staAreaLineInfo1=11000&staAreaLineInfo2=1&codeDepth1Info=11000&codeDepth2Info=11000&listCookieInfo=DTL&srchJobNum=0&resultCntInfo=50&sortOrderByInfo=DESC&sortFieldInfo=DATE&essCertChk=N&empTpGbcd=1&sortField=DATE&sortOrderBy=DESC&resultCnt=50&&onlyTitleSrchYn=N&keywordWantedTitle=N&keywordBusiNm=N&keywordStaAreaNm=N,회사내규에따름
㈜더맨,[제주]신라스테이 플러스 이호테우 하우스키핑 소장 모집,24/11/22,https://www.work.go.kr/empInfo/empInfoSrch/detail/retrivePriEmpDtlView.do?searchInfoType=CJK&iorgGbcd=CJK&callPage=detail&wantedAuthNo=47942490&rtnTarget=list44&pageIndex=11&rtnUrl=/empInfo/empInfoSrch/list/dtlEmpSrchList.do?len=0&regionArr=[Ljava.lang.String;@76613cb5&pageSize=10&firstIndex=1&lastIndex=1&recordCountPerPage=10&region=50000&siteClcd=all&benefitSrchAndOr=O&areaRegion=11000&areaArc=1&staAreaLineInfo1=11000&staAreaLineInfo2=1&codeDepth1Info=11000&codeDepth2Info=11000&listCookieInfo=DTL&srchJobNum=0&resultCntInfo=50&sortOrderByInfo=DESC&sortFieldInfo=DATE&essCertChk=N&empTpGbcd=1&sortField=DATE&sortOrderBy=DESC&resultCnt=50&&onlyTitleSrchYn=N&keywordWantedTitle=N&keywordBusiNm=N&keywordStaAreaNm=N,회사내규에따름
미담누리㈜,(제주)용담해안도로 카페 듀포레 바리스타 채용,24/11/22,https://www.work.go.kr/empInfo/empInfoSrch/detail/retrivePriEmpDtlView.do?searchInfoType=CJK&iorgGbcd=CJK&callPage=detail&wantedAuthNo=47940057&rtnTarget=list45&pageIndex=11&rtnUrl=/empInfo/empInfoSrch/list/dtlEmpSrchList.do?len=0&regionArr=[Ljava.lang.String;@76613cb5&pageSize=10&firstIndex=1&lastIndex=1&recordCountPerPage=10&region=50000&siteClcd=all&benefitSrchAndOr=O&areaRegion=11000&areaArc=1&staAreaLineInfo1=11000&staAreaLineInfo2=1&codeDepth1Info=11000&codeDepth2Info=11000&listCookieInfo=DTL&srchJobNum=0&resultCntInfo=50&sortOrderByInfo=DESC&sortFieldInfo=DATE&essCertChk=N&empTpGbcd=1&sortField=DATE&sortOrderBy=DESC&resultCnt=50&&onlyTitleSrchYn=N&keywordWantedTitle=N&keywordBusiNm=N&keywordStaAreaNm=N,"연봉2,600만원~2,600만원"
(주)지엠스,(제주)빌딩경비원모집(주말당직),24/12/22,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=KJAC002410230004&rtnTarget=list46,월급93만원~93만원
엠제곱,인테리어 현장 관리자 모십니다.,채용시까지,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=KEC0322410230001&rtnTarget=list47,월급300만원~400만원
(주)잇올,[제주] 잇올 스파르타 센터 학습전략코치 선생님 채용(수학),24/11/30,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=K120142410230009&rtnTarget=list48,"연봉3,600만원이상"
(주)아이존코리아,경관조명디자인.광고디자인,24/12/22,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=K163012410230010&rtnTarget=list49,월급270만원~300만원
제주밭떼기,쇼핑몰 MD 및 상품기획 구인 합니다.,채용시까지,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=K163012410230008&rtnTarget=list50,월급207만원~207만원
대풍수산영어조합법인,양식원 구함,채용시까지,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=K163012410230006&rtnTarget=list1,"시급9,900원이상"
(주)엔알케이,"전기 , 건축 등 ) 생산 및 계약 관련 서류업무 공무직 구인",채용시까지,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=K163012410230005&rtnTarget=list2,월급280만원~350만원
뉴삼성노인전문요양원,조리원 및 조리사 채용,채용시까지,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=K163012410230004&rtnTarget=list3,월급250만원~250만원
주식회사 로드랜드엠,그린필드컨트리클럽 레스토랑 조리팀장 채용,24/11/22,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=K163012410230003&rtnTarget=list4,"연봉3,800만원~4,100만원"
주식회사 로드랜드엠,그린필드컨트리클럽 시설팀  직원모집,24/11/22,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=K163012410230002&rtnTarget=list5,월급260만원이상
주식회사 로드랜드엠,그린필드컨트리클럽 코스관리직원 모집,24/11/22,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=K163012410230001&rtnTarget=list6,월급240만원~260만원
다니엘에듀 학원,제주 영어교육도시 SAT & English GPA 선생님,24/12/22,https://www.work.go.kr/empInfo/empInfoSrch/detail/retrivePriEmpDtlView.do?searchInfoType=CJK&iorgGbcd=CJK&callPage=detail&wantedAuthNo=47941356&rtnTarget=list7&pageIndex=12&rtnUrl=/empInfo/empInfoSrch/list/dtlEmpSrchList.do?len=0&regionArr=[Ljava.lang.String;@202a7e38&pageSize=10&firstIndex=1&lastIndex=1&recordCountPerPage=10&region=50000&siteClcd=all&benefitSrchAndOr=O&areaRegion=11000&areaArc=1&staAreaLineInfo1=11000&staAreaLineInfo2=1&codeDepth1Info=11000&codeDepth2Info=11000&listCookieInfo=DTL&srchJobNum=0&resultCntInfo=50&sortOrderByInfo=DESC&sortFieldInfo=DATE&essCertChk=N&empTpGbcd=1&sortField=DATE&sortOrderBy=DESC&resultCnt=50&&onlyTitleSrchYn=N&keywordWantedTitle=N&keywordBusiNm=N&keywordStaAreaNm=N,회사내규에따름
신신호텔 천지연,[신신호텔그룹] 시설부 객실영선 기사 모집합니다,24/11/23,https://www.work.go.kr/empInfo/empInfoSrch/detail/retrivePriEmpDtlView.do?searchInfoType=CJK&iorgGbcd=CJK&callPage=detail&wantedAuthNo=47941022&rtnTarget=list8&pageIndex=12&rtnUrl=/empInfo/empInfoSrch/list/dtlEmpSrchList.do?len=0&regionArr=[Ljava.lang.String;@202a7e38&pageSize=10&firstIndex=1&lastIndex=1&recordCountPerPage=10&region=50000&siteClcd=all&benefitSrchAndOr=O&areaRegion=11000&areaArc=1&staAreaLineInfo1=11000&staAreaLineInfo2=1&codeDepth1Info=11000&codeDepth2Info=11000&listCookieInfo=DTL&srchJobNum=0&resultCntInfo=50&sortOrderByInfo=DESC&sortFieldInfo=DATE&essCertChk=N&empTpGbcd=1&sortField=DATE&sortOrderBy=DESC&resultCnt=50&&onlyTitleSrchYn=N&keywordWantedTitle=N&keywordBusiNm=N&keywordStaAreaNm=N,월급220만원~220만원
(주)코코밈,신규 공간 F&B 주류 및 음료 개발 담당자 모집,채용시까지,https://www.work.go.kr/empInfo/empInfoSrch/detail/retrivePriEmpDtlView.do?searchInfoType=CIN&iorgGbcd=CIN&callPage=detail&wantedAuthNo=2410230001136&rtnTarget=list9&pageIndex=12&rtnUrl=/empInfo/empInfoSrch/list/dtlEmpSrchList.do?len=0&regionArr=[Ljava.lang.String;@202a7e38&pageSize=10&firstIndex=1&lastIndex=1&recordCountPerPage=10&region=50000&siteClcd=all&benefitSrchAndOr=O&areaRegion=11000&areaArc=1&staAreaLineInfo1=11000&staAreaLineInfo2=1&codeDepth1Info=11000&codeDepth2Info=11000&listCookieInfo=DTL&srchJobNum=0&resultCntInfo=50&sortOrderByInfo=DESC&sortFieldInfo=DATE&essCertChk=N&empTpGbcd=1&sortField=DATE&sortOrderBy=DESC&resultCnt=50&&onlyTitleSrchYn=N&keywordWantedTitle=N&keywordBusiNm=N&keywordStaAreaNm=N,회사내규에따름
한국지능정보사회진흥원,2024년 한국지능정보사회진흥원 4차 계약직 채용공고,24/11/06,https://www.work.go.kr/empInfo/empInfoSrch/detail/retriveNaraAlioJobDtlVw.do?searchInfoType=ALI&empInfoGbn=ALI&empSeq=277685&callPage=detail&rtnTarget=list10&pageIndex=12&rtnUrl=/empInfo/empInfoSrch/list/dtlEmpSrchList.do?len=0&regionArr=[Ljava.lang.String;@202a7e38&pageSize=10&firstIndex=1&lastIndex=1&recordCountPerPage=10&region=50000&siteClcd=all&benefitSrchAndOr=O&areaRegion=11000&areaArc=1&staAreaLineInfo1=11000&staAreaLineInfo2=1&codeDepth1Info=11000&codeDepth2Info=11000&listCookieInfo=DTL&srchJobNum=0&resultCntInfo=50&sortOrderByInfo=DESC&sortFieldInfo=DATE&essCertChk=N&empTpGbcd=1&sortField=DATE&sortOrderBy=DESC&resultCnt=50&&onlyTitleSrchYn=N&keywordWantedTitle=N&keywordBusiNm=N&keywordStaAreaNm=N,회사내규에따름
한국토지주택공사,LH 임대차분쟁조정위원회 지역사무국 심사관(변호사) 채용공고,24/11/06,https://www.work.go.kr/empInfo/empInfoSrch/detail/retriveNaraAlioJobDtlVw.do?searchInfoType=ALI&empInfoGbn=ALI&empSeq=277678&callPage=detail&rtnTarget=list11&pageIndex=12&rtnUrl=/empInfo/empInfoSrch/list/dtlEmpSrchList.do?len=0&regionArr=[Ljava.lang.String;@202a7e38&pageSize=10&firstIndex=1&lastIndex=1&recordCountPerPage=10&region=50000&siteClcd=all&benefitSrchAndOr=O&areaRegion=11000&areaArc=1&staAreaLineInfo1=11000&staAreaLineInfo2=1&codeDepth1Info=11000&codeDepth2Info=11000&listCookieInfo=DTL&srchJobNum=0&resultCntInfo=50&sortOrderByInfo=DESC&sortFieldInfo=DATE&essCertChk=N&empTpGbcd=1&sortField=DATE&sortOrderBy=DESC&resultCnt=50&&onlyTitleSrchYn=N&keywordWantedTitle=N&keywordBusiNm=N&keywordStaAreaNm=N,회사내규에따름
한국지능정보사회진흥원,2024년 한국지능정보사회진흥원 하반기 2차 정규직 채용공고,24/11/06,https://www.work.go.kr/empInfo/empInfoSrch/detail/retriveNaraAlioJobDtlVw.do?searchInfoType=ALI&empInfoGbn=ALI&empSeq=277684&callPage=detail&rtnTarget=list12&pageIndex=12&rtnUrl=/empInfo/empInfoSrch/list/dtlEmpSrchList.do?len=0&regionArr=[Ljava.lang.String;@202a7e38&pageSize=10&firstIndex=1&lastIndex=1&recordCountPerPage=10&region=50000&siteClcd=all&benefitSrchAndOr=O&areaRegion=11000&areaArc=1&staAreaLineInfo1=11000&staAreaLineInfo2=1&codeDepth1Info=11000&codeDepth2Info=11000&listCookieInfo=DTL&srchJobNum=0&resultCntInfo=50&sortOrderByInfo=DESC&sortFieldInfo=DATE&essCertChk=N&empTpGbcd=1&sortField=DATE&sortOrderBy=DESC&resultCnt=50&&onlyTitleSrchYn=N&keywordWantedTitle=N&keywordBusiNm=N&keywordStaAreaNm=N,회사내규에따름
주식회사호영개발색달지점,씨사이드아덴 회계담당 경력사원,24/11/30,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=K163022410220006&rtnTarget=list13,"연봉3,500만원이상"
샘물목장 유가공 공장,유가공 공장 생산직 모집,채용시까지,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=K163012410220023&rtnTarget=list14,월급230만원~230만원
디알렌트카주식회사,렌트카 정규직 모집,채용시까지,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=K163012410220022&rtnTarget=list15,월급274만원이상
화하국제여행사,화하국제여행사 중국어/한국어 가능자 우대,채용시까지,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=K163012410220021&rtnTarget=list16,월급240만원~240만원
세웅건업,건축공무 및 품질관리 직원 모집,채용시까지,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=K163012410220020&rtnTarget=list17,월급250만원이상
보타리에너지주식회사,전기공사 공무 직원모집,채용시까지,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=K163012410220019&rtnTarget=list18,"연봉3,500만원이상"
삼화노인주간보호센터,삼화노인주간보호센터 직원(간호조무사)을 아래와 같이 채용하고자 합니다.,채용시까지,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=K163012410220017&rtnTarget=list19,월급231만원이상
주식회사창작시스템,이건창호 제주브랜드 전시장 공사 관리 및 설계 업무 사원을 모집합니다.,채용시까지,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=K163012410220016&rtnTarget=list20,"연봉3,400만원이상"
신진종합토건(주),토목 시공 및 공무 담당 토목기사님을 모집합니다.,채용시까지,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=K163012410220015&rtnTarget=list21,월급400만원~400만원
만제영어조합법인,수산식품 제조 가공 생산직 모집(외국인근로자 가능),채용시까지,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=K163012410220014&rtnTarget=list22,월급206만원이상
농업회사법인주식회사제주원푸드,식품제조업체 생산관리직원 모집,24/11/22,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=K163012410220013&rtnTarget=list23,"연봉3,000만원이상"
와산영농조합법인,농업,채용시까지,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=K163012410220012&rtnTarget=list24,월급210만원~210만원
아라동행주간보호센터,아라동행주간보호센터에서 함께 하실  요양보호사님  모십니다,채용시까지,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=K163012410220011&rtnTarget=list25,월급206만원~230만원
"주식회사 그레이스제이(GraceJ Co., Ltd)",(주)그레이스제이 경영지원팀 사원 채용,24/11/10,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=K150012410220069&rtnTarget=list26,"연봉3,000만원이상"
늘푸른재가복지센터,우도내 방문요양보호사구인,채용시까지,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=K163022410220003&rtnTarget=list27,"시급12,200원이상"
(주)한국건설기술연구소,한국건설기술연구소 시험검사부 품질관리 시험원 모집,24/11/15,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=K172112410220028&rtnTarget=list28,"연봉3,500만원~4,500만원"
(주)지엘엠,(오뚜기)제주 물류센터 지게차 운전원 모집 (주간),24/11/06,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=K120422410220016&rtnTarget=list29,월급330만원~350만원
주식회사 더클래식씨씨,더클래식씨씨 식음료 직원 채용합니다,채용시까지,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=K163022410220002&rtnTarget=list30,"연봉2,900만원이상"
(주)한국건설기술연구소,(주)한국건설기술연구소 연구원(건설자재시험원) 모집 (신입또는경력),채용시까지,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=K172112410220026&rtnTarget=list31,"연봉3,800만원~4,400만원"
(주)신흥산업,아스콘 품질관리실 직원(경력자 우대),채용시까지,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=K163012410220007&rtnTarget=list32,"연봉3,000만원~3,500만원"
레인보우모빌리티 주식회사,1급자동차정비 자동차검사원 모집공고,채용시까지,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=K163012410220005&rtnTarget=list33,월급330만원~330만원
주식회사이브이씨씨,"[2차전지] 전기차 배터리 연구용역, 국책과제, 지원사업",채용시까지,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=K163012410220004&rtnTarget=list34,"시급9,860원~9,865원"
공립한울어린이집,조리사 채용공고,24/12/21,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=KF11642410220001&rtnTarget=list35,월급210만원이상
햇살노인복지센터,[용담동] 재가방문/요양보호사님을 채용합니다.,채용시까지,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=K163012410220003&rtnTarget=list36,"시급12,800원~12,800원"
삼해건설주식회사,토목현장 담당자 모십니다,채용시까지,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=K163012410220002&rtnTarget=list37,"연봉4,500만원이상"
자신이쏘 주식회사,일반음식점 조리원 모집,채용시까지,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=K163012410220001&rtnTarget=list38,월급210만원~240만원
이화대정노인복지센터,이화대정노인복지센터 요양보호사 채용공고,24/11/30,https://www.work.go.kr/empInfo/empInfoSrch/detail/retrivePriEmpDtlView.do?searchInfoType=WFC&iorgGbcd=WFC&callPage=detail&wantedAuthNo=441686112000&rtnTarget=list39&pageIndex=12&rtnUrl=/empInfo/empInfoSrch/list/dtlEmpSrchList.do?len=0&regionArr=[Ljava.lang.String;@202a7e38&pageSize=10&firstIndex=1&lastIndex=1&recordCountPerPage=10&region=50000&siteClcd=all&benefitSrchAndOr=O&areaRegion=11000&areaArc=1&staAreaLineInfo1=11000&staAreaLineInfo2=1&codeDepth1Info=11000&codeDepth2Info=11000&listCookieInfo=DTL&srchJobNum=0&resultCntInfo=50&sortOrderByInfo=DESC&sortFieldInfo=DATE&essCertChk=N&empTpGbcd=1&sortField=DATE&sortOrderBy=DESC&resultCnt=50&&onlyTitleSrchYn=N&keywordWantedTitle=N&keywordBusiNm=N&keywordStaAreaNm=N,회사내규에따름
이화대정요양원,이화대정요양원 요양보호사 채용공고,24/11/30,https://www.work.go.kr/empInfo/empInfoSrch/detail/retrivePriEmpDtlView.do?searchInfoType=WFC&iorgGbcd=WFC&callPage=detail&wantedAuthNo=441685481000&rtnTarget=list40&pageIndex=12&rtnUrl=/empInfo/empInfoSrch/list/dtlEmpSrchList.do?len=0&regionArr=[Ljava.lang.String;@202a7e38&pageSize=10&firstIndex=1&lastIndex=1&recordCountPerPage=10&region=50000&siteClcd=all&benefitSrchAndOr=O&areaRegion=11000&areaArc=1&staAreaLineInfo1=11000&staAreaLineInfo2=1&codeDepth1Info=11000&codeDepth2Info=11000&listCookieInfo=DTL&srchJobNum=0&resultCntInfo=50&sortOrderByInfo=DESC&sortFieldInfo=DATE&essCertChk=N&empTpGbcd=1&sortField=DATE&sortOrderBy=DESC&resultCnt=50&&onlyTitleSrchYn=N&keywordWantedTitle=N&keywordBusiNm=N&keywordStaAreaNm=N,회사내규에따름
