회사명,제목,마감일,주소,급여
캐논스빌리지통합입주자대표회의,캐논스빌리지 관리사무소 경리직원 구합니다.,채용시까지,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=K163022410250003&rtnTarget=list26,월급225만원~250만원
(사)제주특별자치도관광협회,제주특별자치도관광협회 직원 채용 공고(웹디자이너),24/11/07,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=K163012410250021&rtnTarget=list27,월급265만원이상
사단법인제주특별자치도교통약자이동지원센터,제주교통약자이동지원센터 주말 단시간 근로자(상담원) 채용 공고,24/11/08,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=K163012410250020&rtnTarget=list28,"시급11,423원~11,423원"
한국지능정보사회진흥원,(제주 서귀포)2024년 한국지능정보사회진흥원 무기계약직(경비) 채용,24/11/06,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=K140162410250011&rtnTarget=list29,월급240만원~240만원
주식회사 탐라판지,생산직 사원 모집,24/11/10,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=K163012410250013&rtnTarget=list30,월급220만원~300만원
제주킹스토아(주),[제주킹마트] 야채/청과 직원 채용,24/11/30,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=K163012410250012&rtnTarget=list31,월급206만원이상
㈜갓포아키 삼성점,[업계1위일식당/월280-320] 갓포아키삼성점 홀직원 모집/ 신입-280이상/ 경력320이상,24/11/24,https://www.work.go.kr/empInfo/empInfoSrch/detail/retrivePriEmpDtlView.do?searchInfoType=CJK&iorgGbcd=CJK&callPage=detail&wantedAuthNo=47954836&rtnTarget=list32&pageIndex=10&rtnUrl=/empInfo/empInfoSrch/list/dtlEmpSrchList.do?len=0&regionArr=[Ljava.lang.String;@ea1cea90&pageSize=10&firstIndex=1&lastIndex=1&recordCountPerPage=10&region=50000&siteClcd=all&benefitSrchAndOr=O&areaRegion=11000&areaArc=1&staAreaLineInfo1=11000&staAreaLineInfo2=1&codeDepth1Info=11000&codeDepth2Info=11000&listCookieInfo=DTL&srchJobNum=0&resultCntInfo=50&sortOrderByInfo=DESC&sortFieldInfo=DATE&essCertChk=N&empTpGbcd=1&sortField=DATE&sortOrderBy=DESC&resultCnt=50&&onlyTitleSrchYn=N&keywordWantedTitle=N&keywordBusiNm=N&keywordStaAreaNm=N,월급280만원~320만원
제주아나픈치과의원,제주 아나픈 치과에서 치과위생사 선생님을 모집합니다!,채용시까지,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=K163012410250010&rtnTarget=list33,월급250만원~300만원
㈜지씨에스,"[GS그룹] 엘리시안 리조트/FS 부문 하반기 신입/경력사원 채용(춘천,제주,서울)",24/11/24,https://www.work.go.kr/empInfo/empInfoSrch/detail/retrivePriEmpDtlView.do?searchInfoType=CJK&iorgGbcd=CJK&callPage=detail&wantedAuthNo=47955162&rtnTarget=list34&pageIndex=10&rtnUrl=/empInfo/empInfoSrch/list/dtlEmpSrchList.do?len=0&regionArr=[Ljava.lang.String;@ea1cea90&pageSize=10&firstIndex=1&lastIndex=1&recordCountPerPage=10&region=50000&siteClcd=all&benefitSrchAndOr=O&areaRegion=11000&areaArc=1&staAreaLineInfo1=11000&staAreaLineInfo2=1&codeDepth1Info=11000&codeDepth2Info=11000&listCookieInfo=DTL&srchJobNum=0&resultCntInfo=50&sortOrderByInfo=DESC&sortFieldInfo=DATE&essCertChk=N&empTpGbcd=1&sortField=DATE&sortOrderBy=DESC&resultCnt=50&&onlyTitleSrchYn=N&keywordWantedTitle=N&keywordBusiNm=N&keywordStaAreaNm=N,회사내규에따름
제303은성호,연근해 갑판원 모집,채용시까지,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=K163012410250008&rtnTarget=list35,"시급9,860원이상"
(주)유니에스,제주 썬호텔 & 카지노 유니에스 객실 인스펙터 모집,24/11/08,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=K120032410250002&rtnTarget=list36,월급235만원이상
주식회사 선우안전창호,AL 및 PVC창호 기술자를 모집합니다,24/11/10,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=K163012410250006&rtnTarget=list37,월급300만원이상
주식회사 선우안전창호,공장 생산직 단순제조 종사원 채용합니다,24/11/10,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=K163012410250005&rtnTarget=list38,월급240만원이상
주식회사 로드랜드엠,그린필드컨트리클럽 주방 조리사 모집,24/11/24,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=K163012410250004&rtnTarget=list39,"연봉2,800만원~3,300만원"
만제영어조합법인,수산식품 물류 사무원,채용시까지,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=K163012410250003&rtnTarget=list40,월급206만원이상
행복한광어영어조합법인제주지점,양식장 직원 모집,채용시까지,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=K163022410250001&rtnTarget=list41,월급222만원이상
주식회사대국축산,(주)대국축산 영업직 신입사원을 모집합니다.,채용시까지,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=K163012410250002&rtnTarget=list42,월급280만원이상
주식회사한라산환경,직원모집(신입 및 경력직),채용시까지,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=K163012410250001&rtnTarget=list43,월급206만원이상
삼보엠피(주),제주렌트카 데스크  담당직원 모집,24/11/08,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=K120142410250001&rtnTarget=list44,월급260만원이상
샘솟는지역아동센터,샘솟는 지역아동센터 채용 공고,24/11/09,https://www.work.go.kr/empInfo/empInfoSrch/detail/retrivePriEmpDtlView.do?searchInfoType=WFC&iorgGbcd=WFC&callPage=detail&wantedAuthNo=442253540000&rtnTarget=list45&pageIndex=10&rtnUrl=/empInfo/empInfoSrch/list/dtlEmpSrchList.do?len=0&regionArr=[Ljava.lang.String;@ea1cea90&pageSize=10&firstIndex=1&lastIndex=1&recordCountPerPage=10&region=50000&siteClcd=all&benefitSrchAndOr=O&areaRegion=11000&areaArc=1&staAreaLineInfo1=11000&staAreaLineInfo2=1&codeDepth1Info=11000&codeDepth2Info=11000&listCookieInfo=DTL&srchJobNum=0&resultCntInfo=50&sortOrderByInfo=DESC&sortFieldInfo=DATE&essCertChk=N&empTpGbcd=1&sortField=DATE&sortOrderBy=DESC&resultCnt=50&&onlyTitleSrchYn=N&keywordWantedTitle=N&keywordBusiNm=N&keywordStaAreaNm=N,회사내규에따름
(주)한국가스기술공사,2024년 하반기 직원 공개채용 공고,24/11/08,https://www.work.go.kr/empInfo/empInfoSrch/detail/retriveNaraAlioJobDtlVw.do?searchInfoType=ALI&empInfoGbn=ALI&empSeq=277798&callPage=detail&rtnTarget=list46&pageIndex=10&rtnUrl=/empInfo/empInfoSrch/list/dtlEmpSrchList.do?len=0&regionArr=[Ljava.lang.String;@ea1cea90&pageSize=10&firstIndex=1&lastIndex=1&recordCountPerPage=10&region=50000&siteClcd=all&benefitSrchAndOr=O&areaRegion=11000&areaArc=1&staAreaLineInfo1=11000&staAreaLineInfo2=1&codeDepth1Info=11000&codeDepth2Info=11000&listCookieInfo=DTL&srchJobNum=0&resultCntInfo=50&sortOrderByInfo=DESC&sortFieldInfo=DATE&essCertChk=N&empTpGbcd=1&sortField=DATE&sortOrderBy=DESC&resultCnt=50&&onlyTitleSrchYn=N&keywordWantedTitle=N&keywordBusiNm=N&keywordStaAreaNm=N,회사내규에따름
연화원,연화원 사회복지사 모집 - 가산인력 1명,24/11/08,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=K163012410240015&rtnTarget=list47,월급243만원~243만원
포원정보통신(주),포원정보통신(주) 전기기술자 엔지니어 채용공고,채용시까지,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=K163012410240013&rtnTarget=list48,"연봉4,500만원이상"
포원정보통신(주),포원정보통신(주) 제주 전송망 엔지니어(개통기사) 채용공고,채용시까지,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=K163012410240012&rtnTarget=list49,"연봉3,200만원이상"
포원정보통신(주),포원정보통신(주) 제주 행정인력 채용공고(통신관련 사무원),채용시까지,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=K163012410240011&rtnTarget=list50,"연봉2,940만원이상"
주식회사에스지아큐먼(SGACUMEN),"[제주신화월드] 랜딩, 서머셋 룸메이드 하우스맨 채용",채용시까지,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=K163022410240007&rtnTarget=list1,월급206만원~230만원
주식회사 혜륜종합건설,안전관리자 채용,24/11/07,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=K163022410240005&rtnTarget=list2,월급250만원~300만원
농업회사법인주식회사대영,육가공품 유통업체 배송직원 구합니다,24/11/15,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=K163022410240003&rtnTarget=list3,월급260만원이상
에디슨어린이집,보육교사및 대체교사,24/11/29,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=K163012410240010&rtnTarget=list4,월급250만원이상
나로에스티피 주식회사,기술직 신입사원 모집,24/11/11,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=K163012410240009&rtnTarget=list5,월급260만원~280만원
(주)대한에프앤비,"(주)대한에프앤비  배송직원 채용(경력,신입 무관)",24/11/08,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=K163012410240008&rtnTarget=list6,"연봉2,880만원이상"
주식회사제주이엔씨,사업장 폐기물 분리선별 단순노무 직원 채용,24/11/15,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=K163012410240007&rtnTarget=list7,"연봉3,000만원이상"
주식회사에이씨휴먼넷,(제주)NH농협은행 제주 서귀포시지부 운전사원직 채용공고(주5일),채용시까지,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=K120312410240021&rtnTarget=list8,월급243만원~243만원
공립탐라어린이집,어린이집 운전기사 모집합니다.,24/11/07,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=K163012410240005&rtnTarget=list9,월급155만원~155만원
주식회사그리핀나인,[비스타케이호텔 월드컵] 호텔 주방보조 모집,24/11/30,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=K163022410240001&rtnTarget=list10,"연봉3,000만원~3,300만원"
(주)대한에프앤비,(주)대한에프앤비 제조단순노무자 채용(경력자우대),24/11/08,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=K163012410240004&rtnTarget=list11,"연봉2,880만원이상"
세웅건업,창호 현장설치직 모집,채용시까지,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=K163012410240003&rtnTarget=list12,월급380만원이상
의료법인제주우리의료재단,제주우리병원 - 수술실 PA를 모집합니다.,24/11/30,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=K163012410240001&rtnTarget=list13,"연봉2,712만원~4,058만원"
우무솝㈜,"제주 코스메틱 우무솝의 가치를 알릴 세일즈 직원 채용 (기숙사,뷰티판매 경력우대)",24/11/23,https://www.work.go.kr/empInfo/empInfoSrch/detail/retrivePriEmpDtlView.do?searchInfoType=CJK&iorgGbcd=CJK&callPage=detail&wantedAuthNo=47947908&rtnTarget=list14&pageIndex=11&rtnUrl=/empInfo/empInfoSrch/list/dtlEmpSrchList.do?len=0&regionArr=[Ljava.lang.String;@76613cb5&pageSize=10&firstIndex=1&lastIndex=1&recordCountPerPage=10&region=50000&siteClcd=all&benefitSrchAndOr=O&areaRegion=11000&areaArc=1&staAreaLineInfo1=11000&staAreaLineInfo2=1&codeDepth1Info=11000&codeDepth2Info=11000&listCookieInfo=DTL&srchJobNum=0&resultCntInfo=50&sortOrderByInfo=DESC&sortFieldInfo=DATE&essCertChk=N&empTpGbcd=1&sortField=DATE&sortOrderBy=DESC&resultCnt=50&&onlyTitleSrchYn=N&keywordWantedTitle=N&keywordBusiNm=N&keywordStaAreaNm=N,"연봉3,000만원~4,000만원"
㈜황제농업회사법인,온라인 쇼핑몰 고객상담 업무 및 송장관리 담당자 모집,24/11/23,https://www.work.go.kr/empInfo/empInfoSrch/detail/retrivePriEmpDtlView.do?searchInfoType=CJK&iorgGbcd=CJK&callPage=detail&wantedAuthNo=47949540&rtnTarget=list15&pageIndex=11&rtnUrl=/empInfo/empInfoSrch/list/dtlEmpSrchList.do?len=0&regionArr=[Ljava.lang.String;@76613cb5&pageSize=10&firstIndex=1&lastIndex=1&recordCountPerPage=10&region=50000&siteClcd=all&benefitSrchAndOr=O&areaRegion=11000&areaArc=1&staAreaLineInfo1=11000&staAreaLineInfo2=1&codeDepth1Info=11000&codeDepth2Info=11000&listCookieInfo=DTL&srchJobNum=0&resultCntInfo=50&sortOrderByInfo=DESC&sortFieldInfo=DATE&essCertChk=N&empTpGbcd=1&sortField=DATE&sortOrderBy=DESC&resultCnt=50&&onlyTitleSrchYn=N&keywordWantedTitle=N&keywordBusiNm=N&keywordStaAreaNm=N,회사내규에따름
㈜네오플,[네오플] 경영지원 직군 분야별 모집,24/11/23,https://www.work.go.kr/empInfo/empInfoSrch/detail/retrivePriEmpDtlView.do?searchInfoType=CJK&iorgGbcd=CJK&callPage=detail&wantedAuthNo=47947385&rtnTarget=list16&pageIndex=11&rtnUrl=/empInfo/empInfoSrch/list/dtlEmpSrchList.do?len=0&regionArr=[Ljava.lang.String;@76613cb5&pageSize=10&firstIndex=1&lastIndex=1&recordCountPerPage=10&region=50000&siteClcd=all&benefitSrchAndOr=O&areaRegion=11000&areaArc=1&staAreaLineInfo1=11000&staAreaLineInfo2=1&codeDepth1Info=11000&codeDepth2Info=11000&listCookieInfo=DTL&srchJobNum=0&resultCntInfo=50&sortOrderByInfo=DESC&sortFieldInfo=DATE&essCertChk=N&empTpGbcd=1&sortField=DATE&sortOrderBy=DESC&resultCnt=50&&onlyTitleSrchYn=N&keywordWantedTitle=N&keywordBusiNm=N&keywordStaAreaNm=N,회사내규에따름
㈜네오플,[네오플] 프로그래밍/기술지원 직군 분야별 모집,24/11/23,https://www.work.go.kr/empInfo/empInfoSrch/detail/retrivePriEmpDtlView.do?searchInfoType=CJK&iorgGbcd=CJK&callPage=detail&wantedAuthNo=47947341&rtnTarget=list17&pageIndex=11&rtnUrl=/empInfo/empInfoSrch/list/dtlEmpSrchList.do?len=0&regionArr=[Ljava.lang.String;@76613cb5&pageSize=10&firstIndex=1&lastIndex=1&recordCountPerPage=10&region=50000&siteClcd=all&benefitSrchAndOr=O&areaRegion=11000&areaArc=1&staAreaLineInfo1=11000&staAreaLineInfo2=1&codeDepth1Info=11000&codeDepth2Info=11000&listCookieInfo=DTL&srchJobNum=0&resultCntInfo=50&sortOrderByInfo=DESC&sortFieldInfo=DATE&essCertChk=N&empTpGbcd=1&sortField=DATE&sortOrderBy=DESC&resultCnt=50&&onlyTitleSrchYn=N&keywordWantedTitle=N&keywordBusiNm=N&keywordStaAreaNm=N,회사내규에따름
㈜네오플,[네오플] 게임기획/게임사업/웹 직군 분야별 모집 (PM 포함),24/11/23,https://www.work.go.kr/empInfo/empInfoSrch/detail/retrivePriEmpDtlView.do?searchInfoType=CJK&iorgGbcd=CJK&callPage=detail&wantedAuthNo=47947271&rtnTarget=list18&pageIndex=11&rtnUrl=/empInfo/empInfoSrch/list/dtlEmpSrchList.do?len=0&regionArr=[Ljava.lang.String;@76613cb5&pageSize=10&firstIndex=1&lastIndex=1&recordCountPerPage=10&region=50000&siteClcd=all&benefitSrchAndOr=O&areaRegion=11000&areaArc=1&staAreaLineInfo1=11000&staAreaLineInfo2=1&codeDepth1Info=11000&codeDepth2Info=11000&listCookieInfo=DTL&srchJobNum=0&resultCntInfo=50&sortOrderByInfo=DESC&sortFieldInfo=DATE&essCertChk=N&empTpGbcd=1&sortField=DATE&sortOrderBy=DESC&resultCnt=50&&onlyTitleSrchYn=N&keywordWantedTitle=N&keywordBusiNm=N&keywordStaAreaNm=N,회사내규에따름
㈜네오플,[네오플] 게임그래픽 직군 분야별 모집,24/11/23,https://www.work.go.kr/empInfo/empInfoSrch/detail/retrivePriEmpDtlView.do?searchInfoType=CJK&iorgGbcd=CJK&callPage=detail&wantedAuthNo=47947261&rtnTarget=list19&pageIndex=11&rtnUrl=/empInfo/empInfoSrch/list/dtlEmpSrchList.do?len=0&regionArr=[Ljava.lang.String;@76613cb5&pageSize=10&firstIndex=1&lastIndex=1&recordCountPerPage=10&region=50000&siteClcd=all&benefitSrchAndOr=O&areaRegion=11000&areaArc=1&staAreaLineInfo1=11000&staAreaLineInfo2=1&codeDepth1Info=11000&codeDepth2Info=11000&listCookieInfo=DTL&srchJobNum=0&resultCntInfo=50&sortOrderByInfo=DESC&sortFieldInfo=DATE&essCertChk=N&empTpGbcd=1&sortField=DATE&sortOrderBy=DESC&resultCnt=50&&onlyTitleSrchYn=N&keywordWantedTitle=N&keywordBusiNm=N&keywordStaAreaNm=N,회사내규에따름
사러가,"[마켓오리진] 기숙사 운영, [키친팀] 직원 채용",24/11/23,https://www.work.go.kr/empInfo/empInfoSrch/detail/retrivePriEmpDtlView.do?searchInfoType=CJK&iorgGbcd=CJK&callPage=detail&wantedAuthNo=47944266&rtnTarget=list20&pageIndex=11&rtnUrl=/empInfo/empInfoSrch/list/dtlEmpSrchList.do?len=0&regionArr=[Ljava.lang.String;@76613cb5&pageSize=10&firstIndex=1&lastIndex=1&recordCountPerPage=10&region=50000&siteClcd=all&benefitSrchAndOr=O&areaRegion=11000&areaArc=1&staAreaLineInfo1=11000&staAreaLineInfo2=1&codeDepth1Info=11000&codeDepth2Info=11000&listCookieInfo=DTL&srchJobNum=0&resultCntInfo=50&sortOrderByInfo=DESC&sortFieldInfo=DATE&essCertChk=N&empTpGbcd=1&sortField=DATE&sortOrderBy=DESC&resultCnt=50&&onlyTitleSrchYn=N&keywordWantedTitle=N&keywordBusiNm=N&keywordStaAreaNm=N,"연봉3,000만원~3,500만원"
(주)한라인터내셔날,[경력무관] 물류관리 보조 - 계약직 채용,24/11/23,https://www.work.go.kr/empInfo/empInfoSrch/detail/retrivePriEmpDtlView.do?searchInfoType=CIN&iorgGbcd=CIN&callPage=detail&wantedAuthNo=2410240000080&rtnTarget=list21&pageIndex=11&rtnUrl=/empInfo/empInfoSrch/list/dtlEmpSrchList.do?len=0&regionArr=[Ljava.lang.String;@76613cb5&pageSize=10&firstIndex=1&lastIndex=1&recordCountPerPage=10&region=50000&siteClcd=all&benefitSrchAndOr=O&areaRegion=11000&areaArc=1&staAreaLineInfo1=11000&staAreaLineInfo2=1&codeDepth1Info=11000&codeDepth2Info=11000&listCookieInfo=DTL&srchJobNum=0&resultCntInfo=50&sortOrderByInfo=DESC&sortFieldInfo=DATE&essCertChk=N&empTpGbcd=1&sortField=DATE&sortOrderBy=DESC&resultCnt=50&&onlyTitleSrchYn=N&keywordWantedTitle=N&keywordBusiNm=N&keywordStaAreaNm=N,월급220만원~220만원
올리브영 제주대학병원점,올리브영제주대학병원점에서 함께 할 직원을 모집합니다,채용시까지,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=K163012410230031&rtnTarget=list22,월급220만원~220만원
사회복지법인평화의마을,"육가공(소시지, 햄, 돈가스 등) 제품 생산팀장을 구합니다.",24/11/06,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=K163022410230003&rtnTarget=list23,"연봉4,500만원이상"
사회복지법인평화의마을,"육가공(소시지, 햄, 돈가스 등) 제품 출고원 생산직 구인",24/11/06,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=K163022410230002&rtnTarget=list24,"연봉2,900만원이상"
사회복지법인평화의마을,사회복지법인 평화의마을에서 영양사 모집합니다.,24/11/06,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=K163022410230001&rtnTarget=list25,"연봉3,000만원이상"
미스틱3도,노형동 카페 미스틱3도에서 제과제빵사를 모집합니다.,24/11/09,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=K163012410230029&rtnTarget=list26,월급270만원~280만원
유드림마트,유드림마트 노형점 주방사원 모집,24/11/06,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=K163012410230026&rtnTarget=list27,월급195만원이상
화하,"중국어(영어) 통역, 번역 직원 모집",채용시까지,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=KEC0322410230002&rtnTarget=list28,월급240만원~240만원
우리아이어린이집,운전기사 모집합니다,채용시까지,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=K163012410230025&rtnTarget=list29,월급60만원~65만원
한국건설표준연구원주식회사,건설재료시험원 구합니다.,24/11/15,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=K163012410230023&rtnTarget=list30,월급250만원~350만원
인제상쾌한이비인후과의원,인제상쾌한이비인후과의원에서 일하실 간호조무사분을 모십니다.,채용시까지,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=K163012410230022&rtnTarget=list31,"연봉2,600만원이상"
남부공항서비스주식회사,남부공항서비스(주) 제주국제공항 토목조경 기간제 직원 모집,24/11/06,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=K130232410230024&rtnTarget=list32,월급256만원~256만원
남부공항서비스주식회사,남부공항서비스(주) 제주국제공항 미화 기간제 직원 모집,24/11/06,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=K130232410230021&rtnTarget=list33,월급239만원~239만원
사회복지법인청수,사회복지법인 청수 사무국 직원 채용 공고,24/11/07,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=K163012410230021&rtnTarget=list34,"시급10,000원~10,000원"
남부건업(주),시설현장직원 모집(제주개발공사 공공임대주택),채용시까지,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=K131132410230019&rtnTarget=list35,"연봉3,408만원~3,408만원"
주식회사해진이엔씨,토목분야 건설사업관리기술인(중급이상) 채용공고,24/11/20,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=K163012410230020&rtnTarget=list36,"연봉4,000만원~6,000만원"
주식회사해진이엔씨,도시계획분야 정규직 채용공고(경력),24/11/20,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=K163012410230019&rtnTarget=list37,"연봉2,800만원이상"
주식회사해진이엔씨,토목설계 채용공고(신입 및 경력),24/11/20,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=K163012410230018&rtnTarget=list38,"연봉2,800만원이상"
주식회사호텔캠퍼트리,캠퍼트리 호텔&리조트 조리팀 신입-대리 모집 공고,채용시까지,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=K163012410230015&rtnTarget=list39,"연봉2,800만원~4,000만원"
주식회사호텔캠퍼트리,캠퍼트리 호텔&리조트 프론트 사원~대리급 채용공고,채용시까지,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=K163012410230014&rtnTarget=list40,"연봉2,500만원~3,600만원"
주식회사호텔캠퍼트리,캠퍼트리 호텔&리조트 청소원 모집,채용시까지,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=K163012410230013&rtnTarget=list41,월급206만원이상
주식회사부성개발,추자정수장해수담수화시설 현장소장 구인,채용시까지,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=K163012410230011&rtnTarget=list42,"연봉7,000만원~7,200만원"
